id,masterCategory,subCategory,articleType,,,,,,,
25216,Accessories,Bags,Handbags,,,,,,,
11023,Apparel,Topwear,Tshirts,,,,,,,
44221,Apparel,Topwear,Tshirts,,,,,,,
53296,Apparel,Bottomwear,Jeans,,,,,,,
14551,Apparel,Topwear,Kurtas,,,,,,,
20764,Footwear,Shoes,Heels,,,,,,,
15483,Apparel,Topwear,Tshirts,,,,,,,
52344,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
35084,Accessories,Ties,Ties,,,,,,,
7651,Accessories,Socks,Socks,,,,,,,
46576,Accessories,Watches,Watches,,,,,,,
16206,Apparel,Topwear,Tshirts,,,,,,,
22033,Apparel,Topwear,Kurtas,,,,,,,
43838,Accessories,Jewellery,Earrings,,,,,,,
28509,Apparel,Topwear,Tshirts,,,,,,,
34156,Apparel,Topwear,Tops,,,,,,,
6783,Apparel,Topwear,Jackets,,,,,,,
55161,Personal Care,Nails,Nail Polish,,,,,,,
26493,Apparel,Topwear,Tshirts,,,,,,,
8619,Accessories,Eyewear,Sunglasses,,,,,,,
43004,Footwear,Sandal,Sandals,,,,,,,
2323,Apparel,Topwear,Tshirts,,,,,,,
13774,Apparel,Topwear,Tshirts,,,,,,,
51707,Accessories,Eyewear,Sunglasses,,,,,,,
7497,Apparel,Bottomwear,Shorts,,,,,,,
35242,Accessories,Socks,Socks,,,,,,,
47662,Apparel,Topwear,Shirts,,,,,,,
6545,Accessories,Bags,Backpacks,,,,,,,
18966,Apparel,Topwear,Sweaters,,,,,,,
34390,Apparel,Topwear,Tshirts,,,,,,,
23327,Apparel,Topwear,Kurtas,,,,,,,
17112,Accessories,Bags,Clutches,,,,,,,
19088,Apparel,Topwear,Kurtas,,,,,,,
12460,Apparel,Topwear,Shirts,,,,,,,
26655,Footwear,Shoes,Sports Shoes,,,,,,,
27787,Accessories,Wallets,Wallets,,,,,,,
30730,Apparel,Bottomwear,Salwar,,,,,,,
1760,Apparel,Topwear,Tshirts,,,,,,,
40447,Footwear,Shoes,Formal Shoes,,,,,,,
24102,Footwear,Flip Flops,Flip Flops,,,,,,,
45909,Accessories,Watches,Watches,,,,,,,
56522,Personal Care,Lips,Lipstick,,,,,,,
41595,Apparel,Topwear,Shirts,,,,,,,
14797,Accessories,Bags,Handbags,,,,,,,
33989,Accessories,Scarves,Scarves,,,,,,,
53050,Apparel,Saree,Sarees,,,,,,,
37515,Apparel,Bottomwear,Leggings,,,,,,,
45135,Accessories,Watches,Watches,,,,,,,
4212,Apparel,Topwear,Tshirts,,,,,,,
21470,Footwear,Flip Flops,Flip Flops,,,,,,,
52182,Accessories,Jewellery,Earrings,,,,,,,
15645,Apparel,Bottomwear,Shorts,,,,,,,
10105,Accessories,Watches,Watches,,,,,,,
33387,Accessories,Bags,Clutches,,,,,,,
1552,Sporting Goods,Sports Equipment,Footballs,,,,,,,
40675,Apparel,Topwear,Tshirts,,,,,,,
32255,Apparel,Topwear,Kurtis,,,,,,,
37727,Apparel,Topwear,Shirts,,,,,,,
20790,Apparel,Topwear,Jackets,,,,,,,
21642,Apparel,Innerwear,Bra,,,,,,,
59758,Footwear,Shoes,Heels,,,,,,,
15477,Apparel,Topwear,Tshirts,,,,,,,
45307,Accessories,Belts,Belts,,,,,,,
4020,Footwear,Shoes,Casual Shoes,,,,,,,
46582,Footwear,Shoes,Heels,,,,,,,
51535,Accessories,Watches,Watches,,,,,,,
23115,Accessories,Accessories,Accessory Gift Set,,,,,,,
17320,Accessories,Eyewear,Sunglasses,,,,,,,
47450,Footwear,Shoes,Flats,,,,,,,
6777,Apparel,Topwear,Shirts,,,,,,,
12652,Apparel,Topwear,Tshirts,,,,,,,
55195,Personal Care,Nails,Nail Polish,,,,,,,
26467,Apparel,Topwear,Tshirts,,,,,,,
3205,Apparel,Topwear,Tshirts,,,,,,,
42122,Apparel,Bottomwear,Shorts,,,,,,,
23929,Footwear,Shoes,Sports Shoes,,,,,,,
48418,Apparel,Topwear,Tshirts,,,,,,,
18368,Apparel,Innerwear,Innerwear Vests,,,,,,,
13780,Apparel,Bottomwear,Trousers,,,,,,,
32631,Apparel,Topwear,Tshirts,,,,,,,
24754,Apparel,Bottomwear,Jeans,,,,,,,
21226,Apparel,Topwear,Tshirts,,,,,,,
15013,Apparel,Topwear,Jackets,,,,,,,
45763,Personal Care,Fragrance,Deodorant,,,,,,,
4444,Footwear,Shoes,Casual Shoes,,,,,,,
37343,Apparel,Topwear,Tshirts,,,,,,,
53606,Accessories,Watches,Watches,,,,,,,
28199,Accessories,Eyewear,Sunglasses,,,,,,,
23571,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
17744,Footwear,Shoes,Sports Shoes,,,,,,,
47034,Apparel,Topwear,Kurtas,,,,,,,
6313,Footwear,Flip Flops,Flip Flops,,,,,,,
35414,Footwear,Shoes,Formal Shoes,,,,,,,
51151,Accessories,Socks,Socks,,,,,,,
31888,Accessories,Stoles,Stoles,,,,,,,
43494,Apparel,Topwear,Tshirts,,,,,,,
30166,Accessories,Watches,Watches,,,,,,,
12236,Apparel,Topwear,Shirts,,,,,,,
26003,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
3661,Footwear,Shoes,Sports Shoes,,,,,,,
8289,Footwear,Flip Flops,Flip Flops,,,,,,,
29877,Accessories,Eyewear,Sunglasses,,,,,,,
42546,Apparel,Topwear,Kurtas,,,,,,,
47206,Footwear,Shoes,Formal Shoes,,,,,,,
6121,Accessories,Bags,Backpacks,,,,,,,
23743,Accessories,Eyewear,Sunglasses,,,,,,,
17576,Apparel,Topwear,Shirts,,,,,,,
9955,Apparel,Topwear,Tshirts,,,,,,,
51363,Apparel,Bottomwear,Jeans,,,,,,,
8887,Apparel,Topwear,Shirts,,,,,,,
29279,Apparel,Topwear,Shirts,,,,,,,
22691,Footwear,Shoes,Sports Shoes,,,,,,,
12838,Apparel,Topwear,Tshirts,,,,,,,
35626,Footwear,Sandal,Sandals,,,,,,,
54611,Apparel,Innerwear,Briefs,,,,,,,
30354,Apparel,Topwear,Tshirts,,,,,,,
9169,Apparel,Bottomwear,Jeans,,,,,,,
31286,Apparel,Topwear,Tshirts,,,,,,,
3453,Footwear,Shoes,Sports Shoes,,,,,,,
12004,Apparel,Topwear,Shirts,,,,,,,
26231,Apparel,Topwear,Tshirts,,,,,,,
11681,Apparel,Topwear,Shirts,,,,,,,
56146,Personal Care,Makeup,Eyeshadow,,,,,,,
59932,Apparel,Topwear,Kurtas,,,,,,,
32403,Apparel,Topwear,Tops,,,,,,,
38139,Accessories,Bags,Backpacks,,,,,,,
40023,Apparel,Topwear,Tshirts,,,,,,,
57094,Apparel,Bottomwear,Shorts,,,,,,,
10753,Footwear,Flip Flops,Flip Flops,,,,,,,
24566,Apparel,Topwear,Tshirts,,,,,,,
4676,Accessories,Bags,Backpacks,,,,,,,
21014,Accessories,Wallets,Wallets,,,,,,,
15221,Footwear,Shoes,Casual Shoes,,,,,,,
38905,Apparel,Bottomwear,Shorts,,,,,,,
53434,Apparel,Topwear,Tshirts,,,,,,,
16459,Apparel,Topwear,Shirts,,,,,,,
13917,Footwear,Shoes,Casual Shoes,,,,,,,
28356,Accessories,Eyewear,Sunglasses,,,,,,,
19411,Accessories,Bags,Backpacks,,,,,,,
7832,Apparel,Topwear,Tshirts,,,,,,,
20907,Footwear,Shoes,Heels,,,,,,,
57069,Apparel,Topwear,Jackets,,,,,,,
36862,Apparel,Topwear,Tshirts,,,,,,,
25449,Footwear,Flip Flops,Flip Flops,,,,,,,
39016,Accessories,Watches,Watches,,,,,,,
57855,Footwear,Shoes,Heels,,,,,,,
5759,Apparel,Topwear,Tops,,,,,,,
56987,Footwear,Shoes,Heels,,,,,,,
14900,Accessories,Wallets,Wallets,,,,,,,
39224,Apparel,Topwear,Shirts,,,,,,,
56389,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
20309,Apparel,Topwear,Sweaters,,,,,,,
58213,Apparel,Bottomwear,Patiala,,,,,,,
31875,Apparel,Topwear,Dupatta,,,,,,,
28164,Accessories,Eyewear,Sunglasses,,,,,,,
27910,Apparel,Bottomwear,Trousers,,,,,,,
46927,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
19623,Apparel,Topwear,Tops,,,,,,,
49153,Personal Care,Makeup,Highlighter and Blush,,,,,,,
8274,Apparel,Topwear,Tshirts,,,,,,,
31049,Apparel,Topwear,Shirts,,,,,,,
50842,Apparel,Topwear,Dupatta,,,,,,,
43469,Apparel,Loungewear and Nightwear,Night suits,,,,,,,
48081,Apparel,Topwear,Tshirts,,,,,,,
28958,Apparel,Topwear,Kurtas,,,,,,,
13319,Apparel,Topwear,Shirts,,,,,,,
39640,Footwear,Shoes,Casual Shoes,,,,,,,
5933,Footwear,Shoes,Casual Shoes,,,,,,,
40688,Footwear,Shoes,Formal Shoes,,,,,,,
38792,Apparel,Topwear,Tshirts,,,,,,,
11816,Footwear,Shoes,Casual Shoes,,,,,,,
44228,Footwear,Shoes,Sports Shoes,,,,,,,
14558,Footwear,Shoes,Casual Shoes,,,,,,,
58677,Apparel,Topwear,Kurtas,,,,,,,
28500,Apparel,Bottomwear,Track Pants,,,,,,,
43831,Accessories,Jewellery,Earrings,,,,,,,
54886,Accessories,Jewellery,Necklace and Chains,,,,,,,
55954,Personal Care,Nails,Nail Polish,,,,,,,
7658,Apparel,Topwear,Tshirts,,,,,,,
18395,Apparel,Innerwear,Briefs,,,,,,,
34963,Apparel,Saree,Sarees,,,,,,,
27548,Apparel,Topwear,Shirts,,,,,,,
55168,Personal Care,Nails,Nail Polish,,,,,,,
19247,Accessories,Watches,Watches,,,,,,,
49537,Accessories,Bags,Clutches,,,,,,,
8610,Apparel,Topwear,Tshirts,,,,,,,
50628,Apparel,Innerwear,Briefs,,,,,,,
28732,Apparel,Topwear,Kurtas,,,,,,,
22208,Apparel,Topwear,Shirts,,,,,,,
19849,Apparel,Topwear,Shirts,,,,,,,
2118,Apparel,Bottomwear,Track Pants,,,,,,,
49705,Accessories,Ties,Ties,,,,,,,
8422,Sporting Goods,Sports Equipment,Basketballs,,,,,,,
16801,Apparel,Bottomwear,Trousers,,,,,,,
19075,Apparel,Topwear,Kurtas,,,,,,,
11218,Accessories,Watches,Watches,,,,,,,
39472,Apparel,Topwear,Kurtis,,,,,,,
52943,Apparel,Saree,Sarees,,,,,,,
33148,Apparel,Bottomwear,Leggings,,,,,,,
53891,Accessories,Bags,Handbags,,,,,,,
59597,Apparel,Saree,Sarees,,,,,,,
58445,Accessories,Watches,Watches,,,,,,,
33974,Apparel,Topwear,Shirts,,,,,,,
4815,Apparel,Bottomwear,Shorts,,,,,,,
24339,Apparel,Topwear,Tshirts,,,,,,,
38766,Apparel,Bottomwear,Shorts,,,,,,,
59751,Apparel,Innerwear,Briefs,,,,,,,
4029,Apparel,Topwear,Tshirts,,,,,,,
20799,Footwear,Shoes,Sports Shoes,,,,,,,
58683,Apparel,Topwear,Kurtas,,,,,,,
17329,Accessories,Eyewear,Sunglasses,,,,,,,
54872,Accessories,Jewellery,Necklace and Chains,,,,,,,
47459,Footwear,Shoes,Heels,,,,,,,
35079,Accessories,Ties,Ties,,,,,,,
42917,Accessories,Wallets,Wallets,,,,,,,
48411,Apparel,Topwear,Tshirts,,,,,,,
13789,Apparel,Topwear,Sweaters,,,,,,,
34997,Apparel,Saree,Sarees,,,,,,,
18361,Accessories,Socks,Socks,,,,,,,
35845,Footwear,Shoes,Casual Shoes,,,,,,,
34399,Apparel,Topwear,Tshirts,,,,,,,
3802,Footwear,Shoes,Casual Shoes,,,,,,,
17927,Apparel,Bottomwear,Track Pants,,,,,,,
30739,Apparel,Topwear,Nehru Jackets,,,,,,,
9504,Apparel,Topwear,Shirts,,,,,,,
42319,Apparel,Saree,Sarees,,,,,,,
12469,Apparel,Topwear,Shirts,,,,,,,
19081,Apparel,Topwear,Kurtas,,,,,,,
45900,Accessories,Watches,Watches,,,,,,,
39486,Accessories,Bags,Backpacks,,,,,,,
59563,Accessories,Jewellery,Pendant,,,,,,,
32852,Footwear,Shoes,Heels,,,,,,,
33980,Apparel,Bottomwear,Stockings,,,,,,,
53059,Accessories,Bags,Handbags,,,,,,,
24937,Apparel,Topwear,Tshirts,,,,,,,
22698,Footwear,Shoes,Sports Shoes,,,,,,,
12831,Apparel,Topwear,Tops,,,,,,,
6128,Apparel,Topwear,Tshirts,,,,,,,
26238,Apparel,Topwear,Tshirts,,,,,,,
6914,Footwear,Sandal,Sandals,,,,,,,
18537,Footwear,Shoes,Casual Shoes,,,,,,,
54618,Apparel,Innerwear,Briefs,,,,,,,
9160,Apparel,Bottomwear,Jeans,,,,,,,
2588,Apparel,Topwear,Tshirts,,,,,,,
48247,Apparel,Topwear,Tshirts,,,,,,,
38130,Accessories,Bags,Backpacks,,,,,,,
37944,Apparel,Topwear,Tops,,,,,,,
36896,Accessories,Watches,Watches,,,,,,,
21821,Accessories,Wallets,Wallets,,,,,,,
37178,Apparel,Topwear,Tops,,,,,,,
56973,Footwear,Shoes,Heels,,,,,,,
15228,Footwear,Shoes,Casual Shoes,,,,,,,
10568,Apparel,Topwear,Sweaters,,,,,,,
38302,Accessories,Wallets,Wallets,,,,,,,
15826,Apparel,Innerwear,Innerwear Vests,,,,,,,
32638,Apparel,Topwear,Tshirts,,,,,,,
1903,Apparel,Topwear,Tshirts,,,,,,,
36298,Apparel,Topwear,Kurtas,,,,,,,
29042,Apparel,Bottomwear,Track Pants,,,,,,,
51158,Accessories,Socks,Socks,,,,,,,
31881,Accessories,Stoles,Stoles,,,,,,,
30953,Apparel,Topwear,Tops,,,,,,,
23578,Personal Care,Fragrance,Fragrance Gift Set,,,,,,,
28190,Accessories,Eyewear,Sunglasses,,,,,,,
8280,Apparel,Topwear,Tshirts,,,,,,,
3668,Footwear,Shoes,Casual Shoes,,,,,,,
9352,Accessories,Socks,Socks,,,,,,,
48075,Apparel,Topwear,Tshirts,,,,,,,
18705,Apparel,Innerwear,Briefs,,,,,,,
25012,Apparel,Topwear,Tops,,,,,,,
40485,Footwear,Shoes,Sports Shoes,,,,,,,
57432,Apparel,Topwear,Tshirts,,,,,,,
36405,Accessories,Socks,Socks,,,,,,,
52140,Apparel,Topwear,Tshirts,,,,,,,
15687,Apparel,Bottomwear,Trousers,,,,,,,
14755,Apparel,Topwear,Shirts,,,,,,,
53092,Accessories,Jewellery,Necklace and Chains,,,,,,,
44025,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
6587,Apparel,Topwear,Tshirts,,,,,,,
50617,Apparel,Innerwear,Briefs,,,,,,,
16002,Apparel,Topwear,Sweaters,,,,,,,
22237,Footwear,Shoes,Casual Shoes,,,,,,,
19876,Footwear,Flip Flops,Flip Flops,,,,,,,
7455,Apparel,Topwear,Tshirts,,,,,,,
46772,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
27745,Accessories,Bags,Handbags,,,,,,,
13570,Apparel,Innerwear,Innerwear Vests,,,,,,,
18198,Apparel,Bottomwear,Trousers,,,,,,,
43200,Accessories,Watches,Watches,,,,,,,
2127,Apparel,Topwear,Shirts,,,,,,,
31620,Apparel,Topwear,Shirts,,,,,,,
55365,Personal Care,Nails,Nail Polish,,,,,,,
26697,Footwear,Shoes,Casual Shoes,,,,,,,
50425,Accessories,Bags,Handbags,,,,,,,
47492,Footwear,Shoes,Casual Shoes,,,,,,,
7667,Accessories,Socks,Socks,,,,,,,
46540,Accessories,Watches,Watches,,,,,,,
16230,Apparel,Bottomwear,Tracksuits,,,,,,,
22005,Accessories,Bags,Handbags,,,,,,,
43032,Apparel,Topwear,Shirts,,,,,,,
2315,Apparel,Topwear,Tshirts,,,,,,,
55157,Personal Care,Nails,Nail Polish,,,,,,,
19278,Accessories,Watches,Watches,,,,,,,
41765,Apparel,Topwear,Tunics,,,,,,,
32297,Accessories,Watches,Watches,,,,,,,
25220,Accessories,Bags,Handbags,,,,,,,
11015,Apparel,Topwear,Tunics,,,,,,,
57600,Free Items,Free Gifts,Free Gifts,,,,,,,
1590,Footwear,Shoes,Sports Shoes,,,,,,,
21680,Accessories,Watches,Watches,,,,,,,
52372,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
11829,Footwear,Shoes,Casual Shoes,,,,,,,
5130,Apparel,Topwear,Tops,,,,,,,
44217,Footwear,Flip Flops,Flip Flops,,,,,,,
58648,Apparel,Topwear,Kurtas,,,,,,,
20752,Footwear,Shoes,Heels,,,,,,,
7203,Apparel,Topwear,Tops,,,,,,,
46124,Accessories,Jewellery,Necklace and Chains,,,,,,,
51193,Apparel,Innerwear,Bra,,,,,,,
22461,Apparel,Bottomwear,Leggings,,,,,,,
29089,Footwear,Shoes,Casual Shoes,,,,,,,
48882,Accessories,Jewellery,Pendant,,,,,,,
17786,Accessories,Socks,Socks,,,,,,,
50041,Apparel,Innerwear,Bra,,,,,,,
34504,Apparel,Bottomwear,Trousers,,,,,,,
55533,Personal Care,Skin Care,Face Wash and Cleanser,,,,,,,
46918,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
42584,Apparel,Topwear,Tshirts,,,,,,,
9399,Footwear,Shoes,Sports Shoes,,,,,,,
13326,Apparel,Topwear,Shirts,,,,,,,
57264,Free Items,Free Gifts,Free Gifts,,,,,,,
24796,Apparel,Apparel Set,Kurta Sets,,,,,,,
33721,Apparel,Bottomwear,Leggings,,,,,,,
41301,Apparel,Topwear,Tshirts,,,,,,,
25644,Accessories,Watches,Watches,,,,,,,
11471,Apparel,Topwear,Tops,,,,,,,
14103,Apparel,Topwear,Tshirts,,,,,,,
20336,Apparel,Topwear,Tshirts,,,,,,,
36253,Apparel,Loungewear and Nightwear,Night suits,,,,,,,
4486,Footwear,Shoes,Sports Shoes,,,,,,,
33513,Footwear,Shoes,Heels,,,,,,,
58822,Accessories,Watches,Watches,,,,,,,
20938,Accessories,Bags,Backpacks,,,,,,,
57056,Apparel,Dress,Dresses,,,,,,,
10791,Apparel,Topwear,Shirts,,,,,,,
25476,Footwear,Shoes,Casual Shoes,,,,,,,
11643,Accessories,Watches,Watches,,,,,,,
56184,Personal Care,Makeup,Compact,,,,,,,
39029,Accessories,Watches,Watches,,,,,,,
14331,Footwear,Shoes,Sports Shoes,,,,,,,
20104,Apparel,Topwear,Kurtas,,,,,,,
5766,Apparel,Bottomwear,Jeans,,,,,,,
44441,Footwear,Sandal,Sandals,,,,,,,
45593,Footwear,Shoes,Formal Shoes,,,,,,,
36061,Accessories,Bags,Duffel Bag,,,,,,,
52524,Apparel,Bottomwear,Jeggings,,,,,,,
39815,Footwear,Sandal,Sandals,,,,,,,
8845,Apparel,Bottomwear,Trousers,,,,,,,
16466,Apparel,Topwear,Shirts,,,,,,,
22653,Accessories,Bags,Backpacks,,,,,,,
7031,Apparel,Topwear,Tshirts,,,,,,,
46316,Accessories,Watches,Watches,,,,,,,
13928,Apparel,Topwear,Tops,,,,,,,
34736,Footwear,Shoes,Casual Shoes,,,,,,,
23781,Accessories,Eyewear,Sunglasses,,,,,,,
28369,Accessories,Eyewear,Sunglasses,,,,,,,
9997,Apparel,Topwear,Tops,,,,,,,
8079,Footwear,Sandal,Sandals,,,,,,,
3491,Footwear,Sandal,Sandals,,,,,,,
31244,Apparel,Topwear,Tshirts,,,,,,,
27321,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
13114,Footwear,Shoes,Casual Shoes,,,,,,,
43664,Apparel,Topwear,Tunics,,,,,,,
2543,Footwear,Flip Flops,Flip Flops,,,,,,,
35422,Footwear,Sandal,Sandals,,,,,,,
26809,Apparel,Bottomwear,Trousers,,,,,,,
51167,Accessories,Socks,Socks,,,,,,,
22495,Footwear,Shoes,Sports Shoes,,,,,,,
23547,Personal Care,Fragrance,Deodorant,,,,,,,
17772,Accessories,Belts,Belts,,,,,,,
47002,Apparel,Topwear,Kurtas,,,,,,,
6325,Apparel,Topwear,Shirts,,,,,,,
12200,Apparel,Topwear,Tshirts,,,,,,,
3657,Footwear,Shoes,Casual Shoes,,,,,,,
29841,Apparel,Topwear,Shirts,,,,,,,
28993,Apparel,Topwear,Tshirts,,,,,,,
30150,Accessories,Belts,Belts,,,,,,,
50889,Apparel,Saree,Sarees,,,,,,,
2785,Apparel,Topwear,Tshirts,,,,,,,
57290,Apparel,Topwear,Shirts,,,,,,,
40227,Accessories,Belts,Belts,,,,,,,
15819,Apparel,Innerwear,Innerwear Vests,,,,,,,
32607,Accessories,Wallets,Wallets,,,,,,,
56342,Accessories,Watches,Watches,,,,,,,
11485,Accessories,Watches,Watches,,,,,,,
44687,Apparel,Dress,Dresses,,,,,,,
53630,Apparel,Innerwear,Bra,,,,,,,
21210,Footwear,Shoes,Casual Shoes,,,,,,,
15025,Accessories,Headwear,Caps,,,,,,,
4472,Footwear,Shoes,Sports Shoes,,,,,,,
40015,Accessories,Socks,Socks,,,,,,,
10765,Footwear,Flip Flops,Flip Flops,,,,,,,
24550,Apparel,Topwear,Tops,,,,,,,
25482,Footwear,Flip Flops,Flip Flops,,,,,,,
56170,Personal Care,Makeup,Kajal and Eyeliner,,,,,,,
32435,Apparel,Topwear,Tshirts,,,,,,,
59904,Accessories,Scarves,Scarves,,,,,,,
53402,Apparel,Topwear,Kurtas,,,,,,,
38933,Apparel,Bottomwear,Leggings,,,,,,,
5792,Apparel,Topwear,Tops,,,,,,,
45567,Personal Care,Fragrance,Deodorant,,,,,,,
4640,Footwear,Shoes,Sports Shoes,,,,,,,
21022,Apparel,Topwear,Shirts,,,,,,,
15217,Accessories,Belts,Belts,,,,,,,
16492,Apparel,Topwear,Tshirts,,,,,,,
51355,Apparel,Bottomwear,Jeans,,,,,,,
47230,Footwear,Sandal,Sandals,,,,,,,
6117,Footwear,Flip Flops,Flip Flops,,,,,,,
23775,Accessories,Eyewear,Sunglasses,,,,,,,
50287,Accessories,Ties,Ties,,,,,,,
17540,Apparel,Topwear,Shirts,,,,,,,
9963,Apparel,Topwear,Tshirts,,,,,,,
3465,Apparel,Apparel Set,Swimwear,,,,,,,
12032,Apparel,Topwear,Shirts,,,,,,,
26207,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
18508,Accessories,Socks,Socks,,,,,,,
54627,Accessories,Watches,Watches,,,,,,,
43690,Apparel,Topwear,Tshirts,,,,,,,
52988,Apparel,Saree,Sarees,,,,,,,
33183,Apparel,Topwear,Tunics,,,,,,,
1756,Apparel,Topwear,Tshirts,,,,,,,
10301,Footwear,Shoes,Casual Shoes,,,,,,,
24134,Apparel,Topwear,Tshirts,,,,,,,
45103,Apparel,Innerwear,Shapewear,,,,,,,
4224,Apparel,Topwear,Tshirts,,,,,,,
21446,Apparel,Topwear,Tshirts,,,,,,,
15673,Apparel,Bottomwear,Jeans,,,,,,,
53066,Accessories,Bags,Handbags,,,,,,,
20594,Accessories,Wallets,Wallets,,,,,,,
37523,Apparel,Topwear,Rompers,,,,,,,
24908,Apparel,Topwear,Tshirts,,,,,,,
47654,Apparel,Topwear,Tops,,,,,,,
18950,Accessories,Socks,Socks,,,,,,,
23311,Apparel,Topwear,Kurtas,,,,,,,
17124,Accessories,Bags,Handbags,,,,,,,
51731,Accessories,Eyewear,Sunglasses,,,,,,,
19882,Footwear,Flip Flops,Flip Flops,,,,,,,
46786,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
13584,Apparel,Innerwear,Innerwear Vests,,,,,,,
17918,Apparel,Topwear,Tshirts,,,,,,,
30706,Accessories,Bags,Clutches,,,,,,,
42326,Apparel,Saree,Sarees,,,,,,,
55391,Personal Care,Nails,Nail Polish,,,,,,,
12456,Accessories,Belts,Belts,,,,,,,
26663,Footwear,Shoes,Casual Shoes,,,,,,,
23123,Footwear,Flip Flops,Flip Flops,,,,,,,
17316,Accessories,Eyewear,Sunglasses,,,,,,,
6741,Footwear,Shoes,Sports Shoes,,,,,,,
7693,Apparel,Topwear,Tshirts,,,,,,,
35046,Apparel,Topwear,Kurtas,,,,,,,
51503,Apparel,Bottomwear,Jeans,,,,,,,
29419,Accessories,Watches,Watches,,,,,,,
42928,Accessories,Wallets,Wallets,,,,,,,
30534,Apparel,Innerwear,Bra,,,,,,,
9709,Apparel,Topwear,Shirts,,,,,,,
27583,Apparel,Topwear,Tshirts,,,,,,,
54071,Footwear,Shoes,Sports Shoes,,,,,,,
12664,Apparel,Topwear,Shirts,,,,,,,
26451,Footwear,Flip Flops,Flip Flops,,,,,,,
42114,Apparel,Bottomwear,Shorts,,,,,,,
41791,Apparel,Topwear,Tops,,,,,,,
32263,Apparel,Topwear,Tunics,,,,,,,
10133,Accessories,Watches,Watches,,,,,,,
24306,Apparel,Bottomwear,Tracksuits,,,,,,,
38759,Accessories,Bags,Backpacks,,,,,,,
40643,Apparel,Topwear,Kurtas,,,,,,,
21674,Accessories,Watches,Watches,,,,,,,
52386,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
45331,Footwear,Shoes,Heels,,,,,,,
4016,Footwear,Shoes,Casual Shoes,,,,,,,
14593,Accessories,Belts,Belts,,,,,,,
38305,Accessories,Wallets,Wallets,,,,,,,
15821,Apparel,Innerwear,Innerwear Vests,,,,,,,
53608,Accessories,Watches,Watches,,,,,,,
1904,Apparel,Topwear,Tshirts,,,,,,,
31886,Apparel,Saree,Sarees,,,,,,,
29045,Apparel,Topwear,Tshirts,,,,,,,
26831,Apparel,Bottomwear,Trousers,,,,,,,
28197,Accessories,Eyewear,Sunglasses,,,,,,,
30954,Apparel,Topwear,Tops,,,,,,,
29879,Accessories,Eyewear,Sunglasses,,,,,,,
42548,Apparel,Topwear,Kurtas,,,,,,,
12238,Apparel,Topwear,Shirts,,,,,,,
18702,Apparel,Innerwear,Briefs,,,,,,,
48072,Apparel,Topwear,Tshirts,,,,,,,
9355,Accessories,Socks,Socks,,,,,,,
12836,Apparel,Topwear,Tshirts,,,,,,,
8889,Apparel,Topwear,Shirts,,,,,,,
29277,Apparel,Topwear,Shirts,,,,,,,
47208,Footwear,Shoes,Formal Shoes,,,,,,,
31288,Apparel,Topwear,Tshirts,,,,,,,
48240,Apparel,Topwear,Tshirts,,,,,,,
9167,Apparel,Bottomwear,Jeans,,,,,,,
6913,Footwear,Sandal,Sandals,,,,,,,
18530,Accessories,Watches,Watches,,,,,,,
37943,Apparel,Topwear,Tunics,,,,,,,
38137,Accessories,Bags,Backpacks,,,,,,,
36891,Accessories,Belts,Belts,,,,,,,
56148,Personal Care,Makeup,Eyeshadow,,,,,,,
59100,Apparel,Innerwear,Briefs,,,,,,,
4678,Accessories,Bags,Backpacks,,,,,,,
56974,Footwear,Shoes,Flats,,,,,,,
23329,Apparel,Topwear,Kurtas,,,,,,,
18968,Apparel,Topwear,Sweaters,,,,,,,
7499,Apparel,Topwear,Tshirts,,,,,,,
51709,Accessories,Eyewear,Sunglasses,,,,,,,
3805,Footwear,Sandal,Sandals,,,,,,,
17920,Apparel,Topwear,Tshirts,,,,,,,
9503,Apparel,Topwear,Shirts,,,,,,,
27789,Accessories,Wallets,Wallets,,,,,,,
19086,Apparel,Topwear,Kurtas,,,,,,,
39481,Apparel,Topwear,Kurtis,,,,,,,
45907,Accessories,Watches,Watches,,,,,,,
10339,Apparel,Topwear,Tshirts,,,,,,,
40449,Footwear,Shoes,Formal Shoes,,,,,,,
32855,Footwear,Shoes,Heels,,,,,,,
59564,Accessories,Cufflinks,Cufflinks,,,,,,,
14799,Accessories,Bags,Handbags,,,,,,,
33987,Accessories,Scarves,Scarves,,,,,,,
4812,Apparel,Topwear,Tshirts,,,,,,,
38761,Footwear,Shoes,Sports Shoes,,,,,,,
45309,Accessories,Belts,Belts,,,,,,,
59756,Apparel,Innerwear,Shapewear,,,,,,,
15479,Apparel,Topwear,Tshirts,,,,,,,
58684,Apparel,Topwear,Kurtas,,,,,,,
